experiment,seed,epoch,train_loss,train_si_sdr,val_loss,val_si_sdr,lr
dsc20,42,1,13.512587009535896,-17.129446093241373,9.137201690673828,-13.233953475952148,0.0009997535269026829
dsc20,42,2,11.026208665635851,-16.35916872024536,9.688523530960083,-14.366991233825683,0.0009990143508499217
dsc20,42,3,11.056019830703736,-17.13754760424296,8.09586591720581,-15.95564022064209,0.0009977832013192385
dsc20,42,4,11.289700831307306,-17.428806114196778,6.776062393188477,-14.376638221740723,0.0009960612933065818
dsc20,42,5,9.706251936488682,-16.49970974392361,8.31107988357544,-16.726176071166993,0.0009938503261272714
dsc20,42,6,10.782199293375015,-17.77592984305488,7.027222573757172,-13.947835540771484,0.00099115248173898
dsc20,42,7,11.673588818973965,-18.794706519444784,6.850513029098511,-14.68774127960205,0.0009879704225884043
dsc20,42,8,14.243376066949633,-21.55021724700928,9.54804208278656,-15.547272109985352,0.0009843072889837512
dsc20,42,9,11.095642181237539,-18.667839558919272,4.133864450454712,-11.033168601989747,0.000980166695995633
dsc20,42,10,10.135984216796027,-18.031176471710204,12.467515468597412,-21.452748680114745,0.0009755527298894294
dsc20,42,11,10.214890339639451,-18.73407991197374,8.717266845703126,-18.28797378540039,0.0009704699440926358
dsc20,42,12,8.759994781017303,-18.525850931803387,11.050812530517579,-20.50058708190918,0.0009649233547011817
dsc20,42,13,8.281373892890082,-17.447079679701062,2.8961830735206604,-15.178473091125488,0.0009589184355291487
dsc20,42,14,10.03016749686665,-19.028922462463377,6.994418954849243,-14.163378429412841,0.000952461112706777
dsc20,42,15,9.279549129803975,-17.880540000067818,7.655525183677673,-17.093049240112304,0.00094555775883209
dsc20,42,16,10.320768449041578,-20.203586387634278,12.77797019481659,-20.522802925109865,0.0009382151866819101
dsc20,42,17,7.360129990511471,-16.29314284854465,4.6383445978164675,-14.280618286132812,0.0009304406424884702
dsc20,42,18,9.146336809794109,-19.48490808275011,8.012652730941772,-20.407611274719237,0.000922241798788257
dsc20,42,19,9.451597933636771,-19.364519839816623,3.853047513961792,-15.307768440246582,0.0009136267468501441
dsc20,42,20,7.591876220703125,-18.049721717834473,9.01682779788971,-21.344297409057617,0.0009046039886902867
dsc20,42,21,7.963432941834132,-17.863742743598092,7.320469850301743,-16.841884422302247,0.0008951824286816577
dsc20,42,22,9.236375045776366,-18.786295541127522,7.421306836605072,-16.96356334686279,0.0008853713647665071
dsc20,42,23,9.664913523197175,-19.533414777119955,4.516862392425537,-13.087916469573974,0.0008751804792804149
dsc20,42,24,9.613724373446571,-20.01701482137044,2.710758101940155,-13.987403106689452,0.0008646198293969954
dsc20,42,25,8.236508073409398,-19.0429322136773,7.974840772151947,-16.474240875244142,0.0008536998372026807
dsc20,42,26,10.177435226572884,-20.47576486799452,6.308855438232422,-15.26843490600586,0.0008424312794113804
dsc20,42,27,10.90929577615526,-20.963972494337295,5.578580141067505,-16.121678733825682,0.0008308252767291644
dsc20,42,28,10.516847312450409,-22.256862195332847,4.7528482437133786,-14.599057960510255,0.0008188932828794708
dsc20,42,29,7.160634509722391,-17.122924020555285,6.218063759803772,-15.829850196838379,0.0008066470732996621
dsc20,42,30,7.67351128425863,-17.1960919380188,3.5971134185791014,-15.055387878417969,0.0007940987335200907
dsc20,42,31,9.577342170145776,-19.476220989227294,5.322361278533935,-15.453538703918458,0.0007812606472371396
dsc20,42,32,9.30566646191809,-20.20033861796061,5.256238341331482,-16.8873592376709,0.0007681454840920091
dsc20,42,33,9.09938202102979,-20.44372166527642,7.226495641469955,-18.75618209838867,0.0007547661871673109
dsc20,42,34,10.942181163363987,-21.52036974165175,6.119165706634521,-16.345428466796875,0.0007411359602138072
dsc20,42,35,7.465919948948754,-18.93651780022515,7.358139991760254,-17.440246391296387,0.000727268254619904
dsc20,42,36,8.288093449672063,-19.252134068806967,6.086410236358643,-13.17990608215332,0.0007131767561367542
dsc20,42,37,8.509684728251564,-18.340223121643067,2.49681556224823,-13.163315200805664,0.0006988753713720732
dsc20,42,38,7.93788310819202,-18.340544403923882,3.064102917909622,-14.38353385925293,0.000684378214065997
dsc20,42,39,9.385522015889485,-21.347686502668594,4.1508887767791744,-14.856432914733887,0.0006696995911625234
dsc20,42,40,9.456322691837947,-20.766358206007215,11.11562557220459,-24.379307556152344,0.0006548539886902865
dsc20,42,41,7.167594505680932,-18.538964419894747,6.733689403533935,-16.463965797424315,0.0006398560574665953
dsc20,42,42,6.225465206305186,-17.638412592146132,2.364385449886322,-13.52228832244873,0.0006247205986388451
dsc20,42,43,6.738998588588503,-18.40226525200738,6.972351896762848,-18.466672515869142,0.0006094625490775733
dsc20,42,44,8.165403505166372,-19.389665836758084,10.023283195495605,-21.867381286621093,0.0005940969666355698
dsc20,42,45,8.886128571960661,-20.206368064880373,8.971832764148711,-19.02250156402588,0.0005786390152875956
dsc20,42,46,7.841531536314222,-19.678458743625217,5.329287576675415,-17.0940673828125,0.0005631039501653703
dsc20,42,47,9.181612645255194,-20.077618047926162,3.8790136098861696,-14.320323181152343,0.0005475071025025981
dsc20,42,48,9.305432838863796,-21.005549981858994,7.892104148864746,-18.094670677185057,0.0005318638645048923
dsc20,42,49,7.7930028253131445,-19.795074219173856,7.01828441619873,-18.570972633361816,0.0005161896741595253
dsc20,42,50,7.420340991682476,-19.9600646548801,4.449088144302368,-15.0948335647583,0.0005005000000000002
dsc20,42,51,9.346925034787919,-20.306901205910577,6.923396444320678,-17.572335243225098,0.0004848103258404751
dsc20,42,52,9.069774115085602,-20.14019563462999,3.5270881175994875,-16.94593200683594,0.0004691361354951082
dsc20,42,53,7.614853694703844,-18.61130757861667,4.385717678070068,-15.643715286254883,0.00045349289749740224
dsc20,42,54,9.065640804833835,-20.481703673468697,3.7293890714645386,-16.760050773620605,0.0004378960498346302
dsc20,42,55,6.813752204179764,-18.798971737755668,3.756244158744812,-19.884187507629395,0.0004223609847124048
dsc20,42,56,7.583776350816091,-18.987377590603298,5.319955837726593,-17.65106964111328,0.0004069030333644307
dsc20,42,57,7.543060038487116,-19.403579394022625,8.338087856769562,-20.363993072509764,0.0003915374509224273
dsc20,42,58,6.699422548876869,-18.264905961354575,2.8581706285476685,-15.936580085754395,0.0003762794013611551
dsc20,42,59,8.823399200042088,-21.300576655069985,8.526817178726196,-20.160810470581055,0.00036114394253340513
dsc20,42,60,8.345675837331347,-20.154809326595732,6.86217851638794,-19.751303482055665,0.000346146011309714
dsc20,42,61,8.64858569569058,-21.394733746846516,7.311612510681153,-19.989265823364256,0.00033130040883747703
dsc20,42,62,5.799036694897546,-18.39357664320204,7.591093838214874,-20.163308525085448,0.0003166217859340036
dsc20,42,63,6.251855697896746,-19.198964161343046,6.603477692604065,-21.054022979736327,0.0003021246286279271
dsc20,42,64,8.621543087561925,-21.36758516099718,7.618249034881591,-18.595406341552735,0.00028782324386324626
dsc20,42,65,6.833095198869705,-19.005359437730576,4.091318589448929,-14.889165496826172,0.00027373174538009644
dsc20,42,66,7.63097549147076,-20.387673293219674,4.864560985565186,-17.67513942718506,0.00025986403978619317
dsc20,42,67,6.4505719516012405,-19.41299277411567,4.653323698043823,-17.055908203125,0.00024623381283268956
dsc20,42,68,9.73862818479538,-21.42396337721083,3.027058815956116,-18.0847957611084,0.00023285451590799108
dsc20,42,69,9.252382006910112,-21.717747984992133,2.569029724597931,-16.42376289367676,0.00021973935276286074
dsc20,42,70,8.284061697456572,-20.212736468844945,6.417181229591369,-18.891023445129395,0.00020690126647990976
dsc20,42,71,7.951702664295833,-20.134106742011177,6.7767475843429565,-17.80710220336914,0.00019435292670033822
dsc20,42,72,8.28474456999037,-21.111955854627823,6.320060408115387,-18.741288948059083,0.0001821067171205295
dsc20,42,73,9.078927892777655,-21.433714463975694,3.31691370010376,-14.329983520507813,0.000170174723270836
dsc20,42,74,7.481919737656911,-20.542906930711535,4.392046570777893,-16.726518440246583,0.00015856872058862001
dsc20,42,75,10.809821697738435,-23.328471671210394,5.473710203170777,-20.725783920288087,0.00014730016279731957
dsc20,42,76,8.17613588174184,-20.62033019595676,3.0554104447364807,-15.909609031677245,0.00013638017060300508
dsc20,42,77,6.242018151945538,-19.19176705678304,11.368462085723877,-20.902427864074706,0.00012581952071958545
dsc20,42,78,6.961199254459805,-20.744259346856012,6.6709725797176365,-19.355698013305663,0.00011562863523349334
dsc20,42,79,6.612260258197784,-19.28761405944824,5.32622532248497,-21.138668060302734,0.00010581757131834266
dsc20,42,80,10.07436671803395,-22.461262109544542,3.5261189699172975,-15.151035690307618,9.639601130971382e-05
dsc20,42,81,6.892225901285808,-20.419359419080948,7.867332994937897,-22.110779190063475,8.737325314985643e-05
dsc20,42,82,6.972985305388769,-18.63251241048177,2.97250040769577,-16.379757690429688,7.875820121174359e-05
dsc20,42,83,7.588591982589827,-20.574127176072864,6.370059299468994,-20.658748054504393,7.05593575115301e-05
dsc20,42,84,7.9345036142402225,-21.15894398159451,2.637542176246643,-15.32897663116455,6.278481331809015e-05
dsc20,42,85,8.066717480950885,-21.543731456332736,4.874418818950653,-16.756025123596192,5.54422411679103e-05
dsc20,42,86,7.405535607867771,-20.64264121585422,10.789597463607787,-21.168231773376466,4.853888729322334e-05
dsc20,42,87,6.735148704051971,-19.7110772450765,4.288945716619492,-16.372614479064943,4.2081564470851536e-05
dsc20,42,88,8.056400639812152,-21.35814503563775,5.986763501167298,-20.481074142456055,3.6076645298818454e-05
dsc20,42,89,7.148139462206099,-20.53356778886583,7.351150929927826,-21.968343925476074,3.053005590736439e-05
dsc20,42,90,8.205196497837703,-21.80554328494602,4.221315169334412,-17.06699848175049,2.5447270110570814e-05
dsc20,42,91,8.323004788822598,-20.6685673183865,2.4795373558998106,-16.74317874908447,2.0833304004366997e-05
dsc20,42,92,6.161808089415232,-18.23026696311103,1.7754126250743867,-14.653154373168945,1.6692711016248837e-05
dsc20,42,93,8.089456570810741,-19.931233999464247,1.9791031241416932,-15.418218040466309,1.3029577411595715e-05
dsc20,42,94,9.262933544980156,-22.062386480967202,4.062106215953827,-15.686968421936035,9.847518261019987e-06
dsc20,42,95,7.735962626669142,-20.73261964586046,5.644301390647888,-18.63834419250488,7.14967387272874e-06
dsc20,42,96,7.654692937930425,-20.389413854810925,5.071668529510498,-17.387986373901366,4.9387066934183575e-06
dsc20,42,97,7.315960663557052,-20.208112314012315,3.59277857542038,-19.350322723388672,3.2167986807615425e-06
dsc20,42,98,6.938823748297161,-19.962265544467503,6.011437034606933,-17.208552360534668,1.9856491500783564e-06
dsc20,42,99,5.96365532875061,-19.448324161105685,3.1399348735809327,-16.53407039642334,1.2464730973170658e-06
dsc20,42,100,7.734396486149894,-20.8649074766371,6.23129563331604,-19.21103916168213,1e-06
dsc20,42,1,13.512587009535896,-17.129446093241373,9.137201690673828,-13.233953475952148,0.0009997535269026829
dsc20,42,2,11.026208665635851,-16.35916872024536,9.688523530960083,-14.366991233825683,0.0009990143508499217
dsc20,42,3,11.056019830703736,-17.13754760424296,8.09586591720581,-15.95564022064209,0.0009977832013192385
dsc20,42,4,11.289700831307306,-17.428806114196778,6.776062393188477,-14.376638221740723,0.0009960612933065818
dsc20,42,5,9.706251936488682,-16.49970974392361,8.31107988357544,-16.726176071166993,0.0009938503261272714
dsc20,42,6,10.782199293375015,-17.77592984305488,7.027222573757172,-13.947835540771484,0.00099115248173898
dsc20,42,7,11.673588818973965,-18.794706519444784,6.850513029098511,-14.68774127960205,0.0009879704225884043
dsc20,42,8,14.243376066949633,-21.55021724700928,9.54804208278656,-15.547272109985352,0.0009843072889837512
dsc20,42,9,11.095642181237539,-18.667839558919272,4.133864450454712,-11.033168601989747,0.000980166695995633
dsc20,42,10,10.135984216796027,-18.031176471710204,12.467515468597412,-21.452748680114745,0.0009755527298894294
dsc20,42,11,10.214890339639451,-18.73407991197374,8.717266845703126,-18.28797378540039,0.0009704699440926358
dsc20,42,12,8.759994781017303,-18.525850931803387,11.050812530517579,-20.50058708190918,0.0009649233547011817
dsc20,42,13,8.281373892890082,-17.447079679701062,2.8961830735206604,-15.178473091125488,0.0009589184355291487
dsc20,42,14,10.03016749686665,-19.028922462463377,6.994418954849243,-14.163378429412841,0.000952461112706777
dsc20,42,15,9.279549129803975,-17.880540000067818,7.655525183677673,-17.093049240112304,0.00094555775883209
dsc20,42,16,10.320768449041578,-20.203586387634278,12.77797019481659,-20.522802925109865,0.0009382151866819101
dsc20,42,17,7.360129990511471,-16.29314284854465,4.6383445978164675,-14.280618286132812,0.0009304406424884702
dsc20,42,18,9.146336809794109,-19.48490808275011,8.012652730941772,-20.407611274719237,0.000922241798788257
dsc20,42,19,9.451597933636771,-19.364519839816623,3.853047513961792,-15.307768440246582,0.0009136267468501441
dsc20,42,20,7.591876220703125,-18.049721717834473,9.01682779788971,-21.344297409057617,0.0009046039886902867
dsc20,42,21,7.963432941834132,-17.863742743598092,7.320469850301743,-16.841884422302247,0.0008951824286816577
dsc20,42,22,9.236375045776366,-18.786295541127522,7.421306836605072,-16.96356334686279,0.0008853713647665071
dsc20,42,23,9.664913523197175,-19.533414777119955,4.516862392425537,-13.087916469573974,0.0008751804792804149
dsc20,42,24,9.613724373446571,-20.01701482137044,2.710758101940155,-13.987403106689452,0.0008646198293969954
dsc20,42,25,8.236508073409398,-19.0429322136773,7.974840772151947,-16.474240875244142,0.0008536998372026807
dsc20,42,26,10.177435226572884,-20.47576486799452,6.308855438232422,-15.26843490600586,0.0008424312794113804
dsc20,42,27,10.90929577615526,-20.963972494337295,5.578580141067505,-16.121678733825682,0.0008308252767291644
dsc20,42,28,10.516847312450409,-22.256862195332847,4.7528482437133786,-14.599057960510255,0.0008188932828794708
dsc20,42,29,7.160634509722391,-17.122924020555285,6.218063759803772,-15.829850196838379,0.0008066470732996621
dsc20,42,30,7.67351128425863,-17.1960919380188,3.5971134185791014,-15.055387878417969,0.0007940987335200907
dsc20,42,31,9.577342170145776,-19.476220989227294,5.322361278533935,-15.453538703918458,0.0007812606472371396
dsc20,42,32,9.30566646191809,-20.20033861796061,5.256238341331482,-16.8873592376709,0.0007681454840920091
dsc20,42,33,9.09938202102979,-20.44372166527642,7.226495641469955,-18.75618209838867,0.0007547661871673109
dsc20,42,34,10.942181163363987,-21.52036974165175,6.119165706634521,-16.345428466796875,0.0007411359602138072
dsc20,42,35,7.465919948948754,-18.93651780022515,7.358139991760254,-17.440246391296387,0.000727268254619904
dsc20,42,36,8.288093449672063,-19.252134068806967,6.086410236358643,-13.17990608215332,0.0007131767561367542
dsc20,42,37,8.509684728251564,-18.340223121643067,2.49681556224823,-13.163315200805664,0.0006988753713720732
dsc20,42,38,7.93788310819202,-18.340544403923882,3.064102917909622,-14.38353385925293,0.000684378214065997
dsc20,42,39,9.385522015889485,-21.347686502668594,4.1508887767791744,-14.856432914733887,0.0006696995911625234
dsc20,42,40,9.456322691837947,-20.766358206007215,11.11562557220459,-24.379307556152344,0.0006548539886902865
