experiment,seed,checkpoint,track,source,si_sdr,sdr,sir,sar,isr,params,inference_time_ms
dsc48,42,checkpoints/dsc48/best.pt,AM Contra - Heart Peripheral,vocals,-22.549728393554688,-9.731122174139074,nan,-19.189679973431453,-2.10113853698867,22955281,52057.62436299119
dsc48,42,checkpoints/dsc48/best.pt,AM Contra - Heart Peripheral,drums,-10.793891906738281,-0.6742085350477476,nan,-2.9506616389155136,-0.5517880806344151,22955281,52057.62436299119
dsc48,42,checkpoints/dsc48/best.pt,AM Contra - Heart Peripheral,bass,-10.051033020019531,-13.400349795091598,nan,-11.615900382077776,-6.3898474253127535,22955281,52057.62436299119
dsc48,42,checkpoints/dsc48/best.pt,AM Contra - Heart Peripheral,other,-13.754011154174805,-10.193325984030253,nan,-9.419323884346701,-4.826365932174536,22955281,52057.62436299119
dsc48,42,checkpoints/dsc48/best.pt,Al James - Schoolboy Facination,vocals,-18.807931900024414,-5.356196202910981,nan,-12.746594885050799,-1.6352954478304498,22955281,49432.94671794865
dsc48,42,checkpoints/dsc48/best.pt,Al James - Schoolboy Facination,drums,-12.239580154418945,-0.9704669084973522,nan,-8.465146777815773,-0.6278942888231327,22955281,49432.94671794865
dsc48,42,checkpoints/dsc48/best.pt,Al James - Schoolboy Facination,bass,-8.890129089355469,-7.049804854957983,nan,-4.137108267784083,-5.391662667241212,22955281,49432.94671794865
dsc48,42,checkpoints/dsc48/best.pt,Al James - Schoolboy Facination,other,-8.047467231750488,-13.91348535505166,nan,-6.059402902318732,-9.306937190202566,22955281,49432.94671794865
dsc48,42,checkpoints/dsc48/best.pt,Angels In Amplifiers - I'm Alright,vocals,-20.395326614379883,-7.197073661706039,nan,-15.843780269171317,-2.077117104670155,22955281,44313.16838494968
dsc48,42,checkpoints/dsc48/best.pt,Angels In Amplifiers - I'm Alright,drums,-15.620306968688965,-0.7135377071606945,nan,-12.338612543580611,-0.4215316293813882,22955281,44313.16838494968
dsc48,42,checkpoints/dsc48/best.pt,Angels In Amplifiers - I'm Alright,bass,-13.47277545928955,-9.622795223535602,nan,-7.034885669202967,-5.551499152977703,22955281,44313.16838494968
dsc48,42,checkpoints/dsc48/best.pt,Angels In Amplifiers - I'm Alright,other,-3.1393752098083496,-11.462912672157085,nan,-2.7835120850977098,-8.906936200213591,22955281,44313.16838494968
dsc48,42,checkpoints/dsc48/best.pt,Arise - Run Run Run,vocals,-18.274179458618164,-12.358915438361075,nan,-15.308138077277228,-4.485114938700752,22955281,54588.92398001626
dsc48,42,checkpoints/dsc48/best.pt,Arise - Run Run Run,drums,-15.081988334655762,-0.5881088408589139,nan,-10.434757341965598,-0.3574221357403169,22955281,54588.92398001626
dsc48,42,checkpoints/dsc48/best.pt,Arise - Run Run Run,bass,-9.682090759277344,-6.860186884115903,nan,-0.10949495029319177,-19.90935903266121,22955281,54588.92398001626
dsc48,42,checkpoints/dsc48/best.pt,Arise - Run Run Run,other,-8.976794242858887,-6.097516333701174,nan,-3.187137880283052,-4.109748655737053,22955281,54588.92398001626
dsc48,42,checkpoints/dsc48/best.pt,BKS - Bulldozer,vocals,-26.800003051757812,-11.59147570247059,nan,-14.371400622008094,-4.448078935844066,22955281,83344.18785700109
dsc48,42,checkpoints/dsc48/best.pt,BKS - Bulldozer,drums,-13.082067489624023,-0.31744184271264025,nan,-9.46272351566959,-0.23747041742593128,22955281,83344.18785700109
dsc48,42,checkpoints/dsc48/best.pt,BKS - Bulldozer,bass,-16.410663604736328,-10.682573656966456,nan,-3.0808372161700186,-11.71384743312904,22955281,83344.18785700109
dsc48,42,checkpoints/dsc48/best.pt,BKS - Bulldozer,other,1.2045280933380127,-11.717655776753395,nan,-1.8260209120632787,-9.611887534929338,22955281,83344.18785700109
dsc48,42,checkpoints/dsc48/best.pt,BKS - Too Much,vocals,-21.249557495117188,-9.394150919276456,nan,-16.567709254998313,-2.3563720238390484,22955281,54557.20530101098
dsc48,42,checkpoints/dsc48/best.pt,BKS - Too Much,drums,-10.534353256225586,-0.7630166668931262,nan,-5.344162606636729,-0.5644053930573263,22955281,54557.20530101098
dsc48,42,checkpoints/dsc48/best.pt,BKS - Too Much,bass,-9.925901412963867,-5.044109506485511,nan,-0.11616192852091814,-16.313922810615182,22955281,54557.20530101098
dsc48,42,checkpoints/dsc48/best.pt,BKS - Too Much,other,-6.0134196281433105,-11.968001762828845,nan,-4.3566464530108515,-9.020205276967229,22955281,54557.20530101098
dsc48,42,checkpoints/dsc48/best.pt,Ben Carrigan - We'll Talk About It All Tonight,vocals,-20.05091667175293,-9.01081508783651,nan,-15.053694176692229,-2.5030119625098024,22955281,63106.71008192003
dsc48,42,checkpoints/dsc48/best.pt,Ben Carrigan - We'll Talk About It All Tonight,drums,-11.274415969848633,-0.5011996217877523,nan,-8.6756521500686,-0.375390764004383,22955281,63106.71008192003
dsc48,42,checkpoints/dsc48/best.pt,Ben Carrigan - We'll Talk About It All Tonight,bass,-9.53683853149414,-8.763728462727078,nan,-9.039824796773011,-4.708934418624166,22955281,63106.71008192003
dsc48,42,checkpoints/dsc48/best.pt,Ben Carrigan - We'll Talk About It All Tonight,other,-2.6660423278808594,-11.268533475984826,nan,-0.009997558603688613,-9.046795438932865,22955281,63106.71008192003
dsc48,42,checkpoints/dsc48/best.pt,Bobby Nobody - Stitch Up,vocals,-22.76628303527832,-9.373431918454902,nan,-17.718017412549926,-2.0661455150182366,22955281,54660.66536505241
dsc48,42,checkpoints/dsc48/best.pt,Bobby Nobody - Stitch Up,drums,-11.878567695617676,-0.7348191848308512,nan,-10.218310862293064,-0.503459542316526,22955281,54660.66536505241
dsc48,42,checkpoints/dsc48/best.pt,Bobby Nobody - Stitch Up,bass,-10.852277755737305,-5.288953788449183,nan,-9.817206014546668,-2.6781025731662362,22955281,54660.66536505241
dsc48,42,checkpoints/dsc48/best.pt,Bobby Nobody - Stitch Up,other,-4.731062889099121,-10.549627297327087,nan,-2.645906423945629,-8.078899322789642,22955281,54660.66536505241
dsc48,42,checkpoints/dsc48/best.pt,Buitraker - Revo X,vocals,-26.97427749633789,-11.813137308836826,nan,-19.69099342582249,-2.0303354173016457,22955281,68153.69429101702
dsc48,42,checkpoints/dsc48/best.pt,Buitraker - Revo X,drums,-10.756355285644531,-0.3429204597899418,nan,-7.186305006457689,-0.27483666669355955,22955281,68153.69429101702
dsc48,42,checkpoints/dsc48/best.pt,Buitraker - Revo X,bass,-14.577898979187012,-8.947750916872948,nan,-1.989354083600266,-10.261091830430523,22955281,68153.69429101702
dsc48,42,checkpoints/dsc48/best.pt,Buitraker - Revo X,other,-4.146700382232666,-10.415215380560785,nan,-0.6843608778136017,-8.28123224641893,22955281,68153.69429101702
dsc48,42,checkpoints/dsc48/best.pt,Carlos Gonzalez - A Place For Us,vocals,-16.01802635192871,-5.035867411313795,nan,-11.388669161869085,-1.9424604607399023,22955281,61773.834996973164
dsc48,42,checkpoints/dsc48/best.pt,Carlos Gonzalez - A Place For Us,drums,-11.80494213104248,-1.015353162118287,nan,-11.585931221449824,-0.6150286380361619,22955281,61773.834996973164
dsc48,42,checkpoints/dsc48/best.pt,Carlos Gonzalez - A Place For Us,bass,-10.608612060546875,-12.878319106452857,nan,-15.470520527350093,-4.7864898923175,22955281,61773.834996973164
dsc48,42,checkpoints/dsc48/best.pt,Carlos Gonzalez - A Place For Us,other,-2.309720516204834,-12.523566532620897,nan,-1.0923829386854687,-10.280321419197026,22955281,61773.834996973164
dsc48,42,checkpoints/dsc48/best.pt,Cristina Vane - So Easy,vocals,-20.013717651367188,-6.067954085886816,nan,-14.844658951740195,-1.7398659980919131,22955281,62841.04263607878
dsc48,42,checkpoints/dsc48/best.pt,Cristina Vane - So Easy,drums,-13.691744804382324,-0.3661821788063973,nan,-10.017396548698814,-0.2605100647575374,22955281,62841.04263607878
dsc48,42,checkpoints/dsc48/best.pt,Cristina Vane - So Easy,bass,-18.618785858154297,-11.803582991987106,nan,-3.6807365688508065,-10.480921716034898,22955281,62841.04263607878
dsc48,42,checkpoints/dsc48/best.pt,Cristina Vane - So Easy,other,-5.567797660827637,-12.10513726452323,nan,-5.494656049695733,-8.599587719087598,22955281,62841.04263607878
dsc48,42,checkpoints/dsc48/best.pt,Detsky Sad - Walkie Talkie,vocals,-22.28935432434082,-3.354665337992164,nan,-18.0012570090571,-0.8163636303647176,22955281,46966.97382593993
dsc48,42,checkpoints/dsc48/best.pt,Detsky Sad - Walkie Talkie,drums,-4.625152587890625,-0.6054791516423221,nan,-3.613876341160334,-0.5827218997553123,22955281,46966.97382593993
dsc48,42,checkpoints/dsc48/best.pt,Detsky Sad - Walkie Talkie,bass,-20.012428283691406,-13.423019469723576,nan,-19.337152282490898,-3.233684494722857,22955281,46966.97382593993
dsc48,42,checkpoints/dsc48/best.pt,Detsky Sad - Walkie Talkie,other,-3.767518997192383,-12.832397379549679,nan,-1.966082426783159,-10.368700588541202,22955281,46966.97382593993
