experiment,seed,checkpoint,track,source,si_sdr,sdr,sir,sar,isr,params,inference_time_ms
dsc5,42,checkpoints/dsc5/best.pt,AM Contra - Heart Peripheral,vocals,-22.570955276489258,-12.075945554711836,nan,-19.06750779519058,-2.91652975249355,21694646,28817.273423075676
dsc5,42,checkpoints/dsc5/best.pt,AM Contra - Heart Peripheral,drums,-20.051197052001953,-9.11114762690898,nan,-9.425164732826824,-0.16365649819211406,21694646,28817.273423075676
dsc5,42,checkpoints/dsc5/best.pt,AM Contra - Heart Peripheral,bass,-8.948471069335938,-14.964804946894164,nan,-10.692746673627202,-3.2039854871320106,21694646,28817.273423075676
dsc5,42,checkpoints/dsc5/best.pt,AM Contra - Heart Peripheral,other,-13.398284912109375,-0.9367628692297673,nan,-9.72493999504973,1.1811181700235527,21694646,28817.273423075676
dsc5,42,checkpoints/dsc5/best.pt,Al James - Schoolboy Facination,vocals,-19.61507797241211,-7.62512965312609,nan,-13.098443612251687,-2.1628534656063527,21694646,27280.184088042006
dsc5,42,checkpoints/dsc5/best.pt,Al James - Schoolboy Facination,drums,-16.190279006958008,-15.935282911767615,nan,-13.224081384948697,0.38150172950634437,21694646,27280.184088042006
dsc5,42,checkpoints/dsc5/best.pt,Al James - Schoolboy Facination,bass,-8.66897201538086,-7.66689757914571,nan,-3.167856619822869,-6.298129674657915,21694646,27280.184088042006
dsc5,42,checkpoints/dsc5/best.pt,Al James - Schoolboy Facination,other,-8.850455284118652,-0.5363506447511345,nan,-6.456781754760508,3.586382393246599,21694646,27280.184088042006
dsc5,42,checkpoints/dsc5/best.pt,Angels In Amplifiers - I'm Alright,vocals,-20.355226516723633,-9.319164547324595,nan,-15.26702025818069,-3.0392740545940304,21694646,24609.368885983713
dsc5,42,checkpoints/dsc5/best.pt,Angels In Amplifiers - I'm Alright,drums,-25.294532775878906,-15.832855443918298,nan,-15.103789668222126,-0.4681770653327596,21694646,24609.368885983713
dsc5,42,checkpoints/dsc5/best.pt,Angels In Amplifiers - I'm Alright,bass,-13.08851146697998,-11.716004063828297,nan,-4.467520801238899,-8.939317870114568,21694646,24609.368885983713
dsc5,42,checkpoints/dsc5/best.pt,Angels In Amplifiers - I'm Alright,other,-1.883854866027832,1.3767235013158587,nan,-2.344552831099768,3.3134075851876856,21694646,24609.368885983713
dsc5,42,checkpoints/dsc5/best.pt,Arise - Run Run Run,vocals,-17.449222564697266,-15.177087437567884,nan,-14.960941132237238,-6.163901785632514,21694646,30015.513113932684
dsc5,42,checkpoints/dsc5/best.pt,Arise - Run Run Run,drums,-23.02072525024414,-11.131429973761094,nan,-12.831719223838995,-0.34564306323416666,21694646,30015.513113932684
dsc5,42,checkpoints/dsc5/best.pt,Arise - Run Run Run,bass,-8.855443000793457,-7.394229319084728,nan,-0.07115951572397085,-24.25085944493492,21694646,30015.513113932684
dsc5,42,checkpoints/dsc5/best.pt,Arise - Run Run Run,other,-9.214510917663574,0.3771276844714087,nan,-4.196667064169047,0.8524146721555786,21694646,30015.513113932684
dsc5,42,checkpoints/dsc5/best.pt,BKS - Bulldozer,vocals,-27.315773010253906,-14.78119435402333,nan,-15.166571467459084,-6.137778299824788,21694646,45935.002414975315
dsc5,42,checkpoints/dsc5/best.pt,BKS - Bulldozer,drums,-18.959619522094727,-9.395030538586118,nan,-9.515016001597928,-0.7422691101827712,21694646,45935.002414975315
dsc5,42,checkpoints/dsc5/best.pt,BKS - Bulldozer,bass,-18.10706329345703,-12.55660013955646,nan,-2.7469391781790913,-14.539264563878511,21694646,45935.002414975315
